web-scraper-order,web-scraper-start-url,link,link-href,url,ad_brand,date
1692263024-92,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4954808797302307085,Bundl Technologies Pvt. Ltd.,
1692263024-93,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/2021827496713072770,Bundl Technologies Pvt. Ltd.,
1692263024-94,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6990556300993073186,Bundl Technologies Pvt. Ltd.,
1692263024-95,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17641257643843180144,Bundl Technologies Pvt. Ltd.,
1692263024-96,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4190279182611416701,Bundl Technologies Pvt. Ltd.,
1692263024-97,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4979898843004833434,Bundl Technologies Pvt. Ltd.,
1692263024-98,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4045670188940679149,Bundl Technologies Pvt. Ltd.,
1692263024-99,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13388053492978395779,Bundl Technologies Pvt. Ltd.,
1692263024-100,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/15004636950331131050,Bundl Technologies Pvt. Ltd.,
1692263024-101,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17672988799664920628,Bundl Technologies Pvt. Ltd.,
1692263024-102,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6886301566563922104,Bundl Technologies Pvt. Ltd.,
1692263024-103,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/636023011014832769,Bundl Technologies Pvt. Ltd.,
1692263024-104,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4264823912421500569,Bundl Technologies Pvt. Ltd.,
1692263024-105,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,,Bundl Technologies Pvt. Ltd.,
1692263024-106,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/9208821079748629965,Bundl Technologies Pvt. Ltd.,
1692263024-107,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12114668262876033413,Bundl Technologies Pvt. Ltd.,
1692263024-108,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/10652185205679410579,Bundl Technologies Pvt. Ltd.,
1692263024-109,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6643577974386131320,Bundl Technologies Pvt. Ltd.,
1692263024-110,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/230322616462393392,Bundl Technologies Pvt. Ltd.,
1692263024-111,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4314382574848489123,Bundl Technologies Pvt. Ltd.,
1692263024-112,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/18084143377916035205,Bundl Technologies Pvt. Ltd.,
1692263024-113,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/14107695134521900195,Bundl Technologies Pvt. Ltd.,
1692263024-114,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4976147181095759852,Bundl Technologies Pvt. Ltd.,
1692263024-115,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/14974013256681398865,Bundl Technologies Pvt. Ltd.,
1692263024-116,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4454658579863972330,Bundl Technologies Pvt. Ltd.,
1692263024-117,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/8790237917626366819,Bundl Technologies Pvt. Ltd.,
1692263024-118,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12722862386322247982,Bundl Technologies Pvt. Ltd.,
1692263024-119,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/1181229055555979537,Bundl Technologies Pvt. Ltd.,
1692263024-120,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/15020932628586676165,Bundl Technologies Pvt. Ltd.,
1692263024-121,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/11311971730419594935,Bundl Technologies Pvt. Ltd.,
1692263024-122,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/14232615508524719806,Bundl Technologies Pvt. Ltd.,
1692263024-123,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12335366525156041926,Bundl Technologies Pvt. Ltd.,
1692263024-124,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/3104395880027040621,Bundl Technologies Pvt. Ltd.,
1692263024-125,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,,Bundl Technologies Pvt. Ltd.,
1692263024-126,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12727797802140243675,Bundl Technologies Pvt. Ltd.,
1692263024-127,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/86206842036104237,Bundl Technologies Pvt. Ltd.,
1692263024-128,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17728508608603978340,Bundl Technologies Pvt. Ltd.,
1692263024-129,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,,Bundl Technologies Pvt. Ltd.,
1692263024-130,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/14467667859607560032,Bundl Technologies Pvt. Ltd.,
1692263024-131,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/14605456888511776458,Bundl Technologies Pvt. Ltd.,
1692263024-132,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/396378998325433857,Bundl Technologies Pvt. Ltd.,
1692263024-133,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/1500345081719512051,Bundl Technologies Pvt. Ltd.,
1692263024-134,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/15510408134980655776,Bundl Technologies Pvt. Ltd.,
1692263024-135,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/14243764680798770593,Bundl Technologies Pvt. Ltd.,
1692263024-136,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/1776322168828058611,Bundl Technologies Pvt. Ltd.,
1692263024-137,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/5508265044170678004,Bundl Technologies Pvt. Ltd.,
1692263024-138,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/4238763452534151425,Bundl Technologies Pvt. Ltd.,
1692263024-139,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6606129714032644757,Bundl Technologies Pvt. Ltd.,
1692263024-140,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17845377736108687563,Bundl Technologies Pvt. Ltd.,
1692263024-141,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13642684186466028926,Bundl Technologies Pvt. Ltd.,
1692263024-142,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,,Bundl Technologies Pvt. Ltd.,
1692263024-143,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13083425169682207456,Bundl Technologies Pvt. Ltd.,
1692263024-144,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/10211823719746299298,Bundl Technologies Pvt. Ltd.,
1692263024-145,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/11535650998005226082,Bundl Technologies Pvt. Ltd.,
1692263024-146,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13673758955571496355,Bundl Technologies Pvt. Ltd.,
1692263024-147,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/1551486322443152939,Bundl Technologies Pvt. Ltd.,
1692263024-148,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/15024864391220268798,Bundl Technologies Pvt. Ltd.,
1692263024-149,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17693908311909245851,Bundl Technologies Pvt. Ltd.,
1692263024-150,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12675760855499161951,Bundl Technologies Pvt. Ltd.,
1692263024-151,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/11080688656497982350,Bundl Technologies Pvt. Ltd.,
1692263024-152,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13832207629088606140,Bundl Technologies Pvt. Ltd.,
1692263024-153,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/2632922788434329381,Bundl Technologies Pvt. Ltd.,
1692263024-154,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/18203879662488436218,Bundl Technologies Pvt. Ltd.,
1692263024-155,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/3350637569756745527,Bundl Technologies Pvt. Ltd.,
1692263024-156,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17502650736869182782,Bundl Technologies Pvt. Ltd.,
1692263024-157,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12501019165193216165,Bundl Technologies Pvt. Ltd.,
1692263024-158,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/607724427572895140,Bundl Technologies Pvt. Ltd.,
1692263024-159,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/11532587704014326923,Bundl Technologies Pvt. Ltd.,
1692263024-160,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6334617984049959393,Bundl Technologies Pvt. Ltd.,
1692263024-161,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/17334675361787641819,Bundl Technologies Pvt. Ltd.,
1692263024-162,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13160451896191954318,Bundl Technologies Pvt. Ltd.,
1692263024-163,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/12232059010296496656,Bundl Technologies Pvt. Ltd.,
1692263024-164,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/1094581652716095551,Bundl Technologies Pvt. Ltd.,
1692263024-165,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/7613033851775880665,Bundl Technologies Pvt. Ltd.,
1692263024-166,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/16323321481336563821,Bundl Technologies Pvt. Ltd.,
1692263024-167,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/9301881317635443657,Bundl Technologies Pvt. Ltd.,
1692263024-168,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/5361586480879763420,Bundl Technologies Pvt. Ltd.,
1692263024-169,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13146213955392981529,Bundl Technologies Pvt. Ltd.,
1692263024-170,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6643577974386131320,Bundl Technologies Pvt. Ltd.,
1692263024-171,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13852455921008648157,Bundl Technologies Pvt. Ltd.,
1692263024-172,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/6971514869756912972,Bundl Technologies Pvt. Ltd.,
1692263024-173,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/3984682733508185098,Bundl Technologies Pvt. Ltd.,
1692263024-174,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/16852828934017624236,Bundl Technologies Pvt. Ltd.,
1692263024-175,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/3789806983004513835,Bundl Technologies Pvt. Ltd.,
1692263024-176,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/11456304867312347960,Bundl Technologies Pvt. Ltd.,
1692263024-177,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/1868820119210692826,Bundl Technologies Pvt. Ltd.,
1692263024-178,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/16838467415613212497,Bundl Technologies Pvt. Ltd.,
1692263024-179,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/13751264193673593606,Bundl Technologies Pvt. Ltd.,
1692263024-180,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/3837352199572606277,Bundl Technologies Pvt. Ltd.,
1692263024-181,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/15552776471259533030,Bundl Technologies Pvt. Ltd.,
1692263024-182,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/8298404906617585744,Bundl Technologies Pvt. Ltd.,
1692263024-183,https://adstransparency.google.com/?region=IN&format=IMAGE&domain=swiggy.com,Bundl Technologies Pvt. Ltd.,https://adstransparency.google.com/advertiser/AR04872672420588158977?region=IN&format=IMAGE,https://tpc.googlesyndication.com/archive/simgad/2568240992259234073,Bundl Technologies Pvt. Ltd.,
