web-scraper-order,web-scraper-start-url,total_ads,ad_id,ad_start_date,ad_status,ad_count,ad_text,ad_cta_text,ad_video,ad_image-src,ad_brandname,ad_cta_domain,ad_cta_title,ad_cta_subtitle,domain_name
1692257598-43,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,7.84E+14,13-Jun-23,Active,2.0,,,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/353680940_1012809563042579_8692934525437398551_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=wtFYiBFR9IoAX-xSPoF&_nc_ht=scontent.fblr2-2.fna&oh=00_AfBIBcXwFQQAtqJSzQkAVs1etcs5XLbF3jVrLSmnjvdEng&oe=64E1FBD1,nopeetstore.com,,,,nopeetstore.com
1692257598-44,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,2.09E+14,13-Jun-23,Active,2.0,Get-Laid,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/353836743_217900194509098_2356166276600820248_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=GWkUmYfpq6EAX9N2i2A&_nc_ht=scontent.fblr2-2.fna&oh=00_AfC3unHMKN50pHjvUQId6E9-lJazwU2kyh8l3sLEA3ZE6Q&oe=64E30753,nopeetstore.com,NOPEETSTORE.COM,Ben Dover Orange,Get-Laid,nopeetstore.com
1692257598-45,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,2.18E+14,13-Jun-23,Active,2.0,,,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/354033276_23968295442769704_3022426784895386877_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=eXnRf0JDHfgAX_hbOlk&_nc_ht=scontent.fblr2-1.fna&oh=00_AfAocuSb2blNJM5_Rz3EgZs2cBfkyLOuifTOLdM7g5spqw&oe=64E3741B,nopeetstore.com,,,,nopeetstore.com
1692257598-46,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,2.15E+14,13-Jun-23,Active,2.0,,,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/353459140_258865133497586_6933215101157956334_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=LNDGATclVVMAX9mPriE&_nc_ht=scontent.fblr2-1.fna&oh=00_AfDvgsI2VhLlMEKekuXcqpvjAe6dVpcYIY2H2GTkmyDEfw&oe=64E29690,nopeetstore.com,,,,nopeetstore.com
1692257598-47,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,7.82E+14,13-Jun-23,Active,2.0,,,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/352055069_3057699541206620_4209318999410910119_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=6NnP-nK87XYAX9-PTj6&_nc_oc=AQnT1J3-HjZB50xQ6qJJjh-PhOCUPFhZm_FeUmNyIJ4Yb3mlwbS2-tBeuPO7tPMEN9w&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAFZS1gKg-E2C4aWia67ok7AO-iKouXPT_iM7pgrwlFnA&oe=64E2F479,nopeetstore.com,,,,nopeetstore.com
1692257598-48,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,6.13E+14,13-Jun-23,Active,2.0,Get-Laid,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/353761324_2295090187351602_1632700084878764325_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=GRFihQzVvFIAX-eIXTq&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD2_xFWKvYcqyPsEEnRcJIWMS3rG7mTZcjZBvvyQy5Xpw&oe=64E3B1DC,nopeetstore.com,NOPEETSTORE.COM,Ben Dover Orange,Get-Laid,nopeetstore.com
1692257598-49,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,8.08E+14,13-Jun-23,Active,2.0,Performance,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/353397204_553187823465038_3262156105088193842_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=B82_TCBQlzgAX8t7XsU&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDUCLTXGfFFJB20vN25ULpCxS-8QIU9b6GFE2KlGxqzyw&oe=64E3A9C7,nopeetstore.com,NOPEETSTORE.COM,Da Black,Performance,nopeetstore.com
1692257598-50,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,1.74E+15,02-Mar-23,Active,,Performance,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/334718940_218678497390833_2782077270248138518_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=yXjeaVRtw6MAX93bMaP&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDas75fbnZjWQOpu3kELpYMHsrMs4BtPKRHbtQd_pO7kg&oe=64E2F2F4,nopeetstore.com,NOPEETSTORE.COM,Originals From Da Dark Side,Performance,nopeetstore.com
1692257598-51,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,5.93E+14,02-Mar-23,Active,,Performance,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/334279221_179261304844363_8301130492954098245_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=st0dqkX_NE4AX9efsqI&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBwHtu7WbLljQX_hcpOvW42LPZMDRrt6mkq2JBbBCJUHw&oe=64E27421,nopeetstore.com,NOPEETSTORE.COM,Originals From Da Dark Side,Performance,nopeetstore.com
1692257598-52,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,1.18E+15,11-Feb-23,Active,,Space Age,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/327233359_486001010178541_4122285608875630433_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=l4RwpWmYzJQAX81tIKh&_nc_ht=scontent.fblr2-1.fna&oh=00_AfB8HKRrw6GQ260oUUHIuAl2eKKIt9XJg2Bs-Dbi31YtVQ&oe=64E1CA45,nopeetstore.com,NOPEETSTORE.COM,APOCALYPSE,Space Age,nopeetstore.com
1692257598-53,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,1.19E+15,11-Feb-23,Active,,Performance,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/330479442_1067702171290248_3810282760324981874_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=wSexw7ihDQ0AX-2sTIj&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCM2ZKaZiUa_h0q6ZQYBcp4fctoTpqfZd8qSmo0tV495w&oe=64E2E27B,nopeetstore.com,NOPEETSTORE.COM,Your Mom,Performance,nopeetstore.com
1692257598-54,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,4.12E+14,23-Nov-22,Active,,"💯 “Hands down the best facial accessory I’ve ever worn. They should come with a stick to fight the babes off. Feels like there is a babe magnet in them. Super comfortable, super different, super RAD - waiting for the fire to calm on this pair, then will 111% purchasing more…” - Jarvis T.

Free Worldwide Shipping & Returns!",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/316802201_861658358352652_5180123517949711037_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Bn5GrmOumkYAX9PsVLC&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDNov7TDYsAkX6OZnrfH2LnW0QBWL0qZuhCurqg40zh5g&oe=64E1CEED,nopeetstore.com,NOPEETSTORE.COM,Your Black Hustler Mom,$99,nopeetstore.com
1692257598-55,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,4.83E+14,23-Nov-22,Active,,"💯”Last year I wore a Ray-Ben. This year a Nopeet and my life has changed. More sex, more money, more success..” - Steve J.

Free Worldwide Shipping & Returns!",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/316178968_865723844794323_106809449749889819_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=sOwPOeifZNoAX9BSCEp&_nc_ht=scontent.fblr2-1.fna&oh=00_AfAjymEwBy2lRLpwk0LIL1ljhMyV2Fe7HpbEUktwFUCnmA&oe=64E255CC,nopeetstore.com,NOPEETSTORE.COM,Your Black Mom From Da Fancy Side,$99,nopeetstore.com
1692257598-56,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,1.11E+15,23-Nov-22,Active,,"💯 ""I’m really impressed with the quality of the product. It’s right up there with Oakley and POC. It goes to show how much overhead there is with marketing!"" - Alex R.

Free Worldwide Shipping & Returns!",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/316800624_495803602333938_5003366346602156730_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=VcZxpuv6a08AX_WSVMl&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAEymXWO5uoPlvdZdCLQiTztbxQ7bxNLXzWwYCLm7fQQg&oe=64E30FB7,nopeetstore.com,NOPEETSTORE.COM,Your Black Hustler Mom,$99,nopeetstore.com
1692257598-57,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,1.08E+15,23-Nov-22,Active,,"💯 FOR THE MISFITS.

Free Worldwide Shipping & Returns.

https://www.nopeetstore.com/",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/316284281_697957601938023_6142284419365664132_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=wb2UEpsH7AcAX86BKzP&_nc_ht=scontent.fblr2-1.fna&oh=00_AfAPLFEF0xAw6hrbM2Bd9v-19EvP0muSMr6dfgCZdwsJug&oe=64E2DBEC,nopeetstore.com,NOPEETSTORE.COM,Your Black Mom From Da Fancy Side,$99,nopeetstore.com
1692257598-59,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22nopeetstore.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~25 results,2.65E+15,23-Nov-22,Active,,"💯 ""Super fast delivery - got my glasses the day after I purchased them. Super cool and great fit for all faces/noses."" - Jakob B.

Free Worldwide Shipping & Returns!",Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/316169189_479250110970629_1310996554632825909_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=oYnciQIB2GEAX9QKjRm&_nc_ht=scontent.fblr2-2.fna&oh=00_AfDVvxrPOiJ5JxKSAMuCrgqSp5XIReLD6ynMk32_gewBPw&oe=64E3A8BB,nopeetstore.com,NOPEETSTORE.COM,Da Golden Shower Smoke,$89,nopeetstore.com
1692259803-152,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22veles.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~2 results,2.39E+14,24-Mar-20,Inactive,150.0,The world is a mess. So is your kitchen. Veles is scientifically proven to tackle both.,Learn More,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/239508395_847377129236834_6335398628383795646_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=IELCrkRcwxYAX_5ZxWv&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAFW_LkUkATJqloiLuN82dwC4WQoKXxfYapI9nXs8Dyog&oe=64E3147B,Veles Co.,VELES.COM,Clean with purpose,,veles.com
1692261053-169,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,6.01E+14,16-Aug-23,Active,,,Shop now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/365711901_830293285137823_2284971453895442973_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=kSgM02MeIuUAX_0cftk&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCTxN2Zvej2QxzYrbselqw9QCJGxwfZZ10LuQRAQMnrdw&oe=64E1E389,SOMA AYURVEDIC,SOMAYURVEDIC.COM,The Soma Ayurvedic Collection,"The ultimate face and body collection in Ayurvedic luxury, this set of products will keep your skin healthy, glowing and rejuvenated. INCLUDED ARE: VITAMIN C SERUM UNDER EYE GEL 15ML ANTI AGING CREAM JASMINE BODY OIL DETAILS JASMINE BODY OIL The Soma Ayurvedic Jasmine Body Oil is like none other. Ri...",somayurvedic.com
1692261053-170,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,7.92E+14,16-Aug-23,Active,,,Shop now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/365727525_1476679366490352_7342707707048593412_n.jpg?stp=dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=ulWLDspOXa8AX9SbGKb&_nc_ht=scontent.fblr2-2.fna&oh=00_AfC2mpDI19HZGmDigCYtCGSNyWawTx57vYsqOXQpSbsqCw&oe=64E36A86,SOMA AYURVEDIC,SOMAYURVEDIC.COM,New Soma Ayurvedic Body Oil,"PERFECT FOR: Skin tightening Deep Hydration Brightening Firming and toning Improving Elasticity DETAILS The Soma Ayurvedic Jasmine Body Oil is like none other. Rich in antioxidants, highly hydrating, it is a sublime blend of oils and adaptogens powered by only the purest, ever-fragrant, jasmine flow...",somayurvedic.com
1692261053-171,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,2.00E+14,16-Aug-23,Active,2.0,,,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/367721080_716764633531783_7051970396305998033_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=4wd5zX6xYFkAX8b0-d_&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAE1cNT6WOu4Kitf40EMW3elq5iJUawGGO9GdEs2aRuHQ&oe=64E210DC,SOMA AYURVEDIC,,,,somayurvedic.com
1692261053-173,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.28E+15,16-Aug-23,Active,,The only Vitamin C Serum you need. Shop now,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/366995571_674942084521786_3160166864295562578_n.jpg?stp=dst-jpg_s600x600&_nc_cat=103&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=OlZXrJglh0cAX9b4oHl&_nc_ht=scontent.fblr2-1.fna&oh=00_AfBJzErBlWtUVRjeOdefA3FK9-xfjcjdMNW7D42phlZiFA&oe=64E2ECCE,SOMA AYURVEDIC,SOMAYURVEDIC.COM,New Soma Ayurvedic Vitamin C Serum,,somayurvedic.com
1692261053-174,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,8.38E+14,16-Aug-23,Active,,"“Cozy and versatile, yet still bold enough to get noticed.” - Allure Magazine",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/368030223_1376721343224928_2980514860934714418_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=15oXrf1x_ggAX8Xq7yE&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD2gqTSXwFOwSnVUVNJq8TJOHz5SkrSP173kO_D5TleJA&oe=64E1D256,SOMA AYURVEDIC,SOMAYURVEDIC.COM,The Soma Ayurvedic Fragrance Set,,somayurvedic.com
1692261053-175,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.15E+14,16-Aug-23,Active,,Discover why beauty editors can’t get enough of the Body Oil,Shop Now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/367435992_1033885184303680_8512812274800626421_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=VJTGMEMwhYMAX_NsBzT&_nc_ht=scontent.fblr2-2.fna&oh=00_AfCmwDNGfZAbSPojhFle32J0GfSXhPdJMFcGJSZmhta_EA&oe=64E22AF2,SOMA AYURVEDIC,SOMAYURVEDIC.COM,New Soma Ayurvedic Body Oil,,somayurvedic.com
1692261053-176,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,2.22E+14,16-Aug-23,Active,,"For gorgeous, glowy skin. Shop the collection",Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/367478857_1526299394608818_3959664215155203940_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Fsp0VdZAeNIAX-xbat_&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD1QA9SysRaW7BwJx94z36Uhk40F79l-LfKgslGtysKSA&oe=64E28A26,SOMA AYURVEDIC,SOMAYURVEDIC.COM,The Soma Ayurvedic Collection,,somayurvedic.com
1692261053-177,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.37E+15,16-Aug-23,Active,,“Uplift your skincare routine with SOMA AYURVEDIC’s unparalleled collection.” - VOGUE,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/367729145_1208278573175044_312426725890666758_n.jpg?stp=dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=_dHspkX9UPsAX-ndzaj&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCGwEQzGPccpxTkh6jG8VNnhfVz0aXid16GpVGEtJ0v3g&oe=64E27356,SOMA AYURVEDIC,SOMAYURVEDIC.COM,The Soma Ayurvedic Collection,,somayurvedic.com
1692261053-178,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.01E+15,26-Jul-23,Active,,,Shop now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/363357390_668312951811775_2532366807163726493_n.jpg?stp=dst-jpg_s600x600&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=UA7ETq6av78AX-UqnDg&_nc_ht=scontent.fblr2-2.fna&oh=00_AfA_BFJR6zk68gXNvFe1S4VoIBJTMlf0XN4WJPOsHUqZ_Q&oe=64E1E95B,SOMA AYURVEDIC,SOMAYURVEDIC.COM,New Soma Ayurvedic Perfume,"NOTES: Top: Sandalwood, Iris, Violet Middle: Lily, Cedar, Sandalwood Base: Amber, Nutmeg DETAILS Flirtatious and timeless, SOMA AYURVEDIC's Mysur Sandalwood is sensual and addicting. Mysur, India, also known as Sandalwood City, is home to the most exquisite sandalwood nature has to offer. We've tapp...",somayurvedic.com
1692261053-179,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.22E+15,26-Jul-23,Active,2.0,,,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/361656801_1046025986751695_7584953326557727749_n.jpg?stp=dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=0gl2nReMc7YAX_I01yF&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAgHwZaCmo-tBCP_0EFA0b_o3jKZPNG42vhCFrx0J-uTg&oe=64E347E4,SOMA AYURVEDIC,,,,somayurvedic.com
1692261053-180,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,7.94E+14,26-Jul-23,Active,2.0,,,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/358125450_6991064140938306_6212172036551478482_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=j9vYnSNYnU8AX-0gmTr&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD27ilfWj-nekYhwsqXhhiOHeLX6BKUUMgd8iedjiGqjQ&oe=64E3B010,SOMA AYURVEDIC,,,,somayurvedic.com
1692261053-181,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,2.05E+14,26-Jul-23,Active,2.0,,,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/361927270_774609921078620_841992454674713039_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=bcJG1Mu-uXoAX_55uji&_nc_ht=scontent.fblr2-1.fna&oh=00_AfD4FMQzt9CYWSTAQaNyh5WQH0Up9x8GXC-DMlF3LIyiyA&oe=64E1D813,SOMA AYURVEDIC,,,,somayurvedic.com
1692261053-182,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.24E+15,26-Jul-23,Active,,Discover why beauty editors are raving about these unisex perfume oils,Shop Now,,https://scontent.fblr2-1.fna.fbcdn.net/v/t39.35426-6/362932445_242269762084106_1608634081890712784_n.jpg?stp=dst-jpg_s600x600&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=KNiJhiXksfsAX_nTi09&_nc_ht=scontent.fblr2-1.fna&oh=00_AfCwdTHQDowNDIrYTAdyo8biF2oecfJ2Tyq0CjISb_fNxw&oe=64E26E71,SOMA AYURVEDIC,SOMAYURVEDIC.COM,New Soma Ayurvedic Perfume,,somayurvedic.com
1692261053-184,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=US&q=%22somayurvedic.com%22&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=keyword_exact_phrase&media_type=all,~120 results,1.34E+15,29-Jun-23,Active,,,Shop now,,https://scontent.fblr2-2.fna.fbcdn.net/v/t39.35426-6/356858581_222857160701379_4215458986734060753_n.jpg?stp=dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=d2mIO3rTjZkAX9GRtmw&_nc_ht=scontent.fblr2-2.fna&oh=00_AfAH9GG2NdFCaoFSQYldIeadUk-WPD2pNWHfaaps6aq13g&oe=64E2B73C,SOMA AYURVEDIC,SOMAYURVEDIC.COM,New Soma Ayurvedic Vitamin C Serum,"Our Vitamin C serum with Citrus and Rose is the hallmark of Ayurvedic Beauty. An unparalleled blend of anti aging herbs and natural Vitamin C creates a powerful serum for deep hydration and youthful skin, all in the tradition of clean, Ayurvedic skincare.",somayurvedic.com
